time,ax,ay,az,aT
1.198000,0.5979,-0.3966,0.5209,0.887
1.202000,0.3928,-0.2462,0.6072,0.764
1.208000,0.1667,-0.0979,0.6665,0.694
1.222000,0.0666,0.0281,0.6521,0.656
1.223000,0.1876,0.1730,0.5003,0.562
1.224000,0.3829,0.1578,0.7049,0.817
1.228000,0.4594,0.0601,0.9131,1.024
1.245000,0.4722,-0.0099,0.7318,0.871
1.247000,0.2702,-0.0508,0.6058,0.665
1.247000,0.0427,-0.0356,0.5177,0.521
1.250000,0.0065,-0.0263,0.3919,0.393
1.253000,0.0258,-0.0766,0.1313,0.154
1.258000,-0.1002,-0.1796,-0.4107,0.459
1.265000,-0.1453,-0.2120,-0.6603,0.709
1.268000,-0.1022,-0.1199,-0.5978,0.618
1.273000,-0.0393,0.0659,-0.5289,0.534
1.279000,-0.1325,0.2001,-0.5022,0.557
1.284000,-0.1688,0.2658,-0.4519,0.551
1.289000,-0.1068,0.2816,-0.4392,0.533
1.294000,0.0923,0.4759,-0.3041,0.572
1.299000,0.5333,0.4520,0.1465,0.714
1.303000,0.2648,0.1111,0.2895,0.408
1.309000,-0.2928,-0.0976,-0.0847,0.320
1.314000,-0.3208,-0.1714,0.1544,0.395
1.319000,-0.2898,-0.1150,0.0414,0.315
1.324000,-0.5476,0.0788,-0.2228,0.596
1.330000,-0.6545,0.2079,-0.0046,0.687
1.334000,-0.5517,0.1765,0.1424,0.597
1.339000,-0.3655,0.1104,0.1057,0.396
1.344000,-0.2208,0.0911,0.0900,0.255
1.359000,-0.1772,0.0872,0.1849,0.271
1.360000,-0.2291,0.0188,0.1318,0.265
1.361000,-0.2350,-0.0991,0.0629,0.263
1.364000,-0.1886,-0.1634,0.0425,0.253
1.370000,-0.1086,-0.2505,0.0440,0.277
1.375000,-0.0299,-0.3423,0.1006,0.358
1.381000,0.0606,-0.3835,0.1546,0.418
1.385000,0.0490,-0.3642,0.0741,0.375
1.390000,-0.0001,-0.3125,-0.0312,0.314
1.395000,-0.0661,-0.2021,-0.2393,0.320
1.400000,-0.0106,-0.1476,-0.3640,0.393
1.405000,0.1261,-0.1576,-0.2604,0.330
1.411000,0.1953,-0.1017,-0.0533,0.227
1.417000,0.1675,0.0019,-0.0304,0.170
1.420000,0.0199,0.1974,-0.2010,0.282
1.425000,-0.2254,0.4038,-0.4446,0.642
1.442000,-0.2856,0.4002,-0.4579,0.672
1.443000,-0.1730,0.3698,-0.3394,0.531
1.444000,-0.0293,0.3650,-0.2357,0.435
1.467000,0.0364,0.4099,-0.1412,0.435
1.468000,0.0551,0.6847,-0.0818,0.692
1.468000,0.1397,1.0713,-0.2024,1.099
1.469000,0.2589,0.9553,-0.4373,1.082
1.470000,0.3731,0.8202,-0.3837,0.979
1.470000,0.5673,0.8110,-0.3172,1.039
1.476000,0.6314,0.6835,-0.2819,0.972
1.481000,0.5908,0.5751,-0.2431,0.860
1.486000,0.5370,0.4512,-0.2249,0.737
1.491000,0.4722,0.4292,-0.1017,0.646
1.498000,0.3969,0.4193,0.0164,0.578
1.501000,0.3537,0.4098,0.0396,0.543
1.506000,0.2001,0.4601,0.0593,0.505
1.511000,0.0354,0.5859,0.0681,0.591
